Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,36.680000,37.240002,36.599998,37.169998,37.169998,2319400
2020-01-03,36.000000,36.450001,35.590000,35.900002,35.900002,4342600
2020-01-06,35.500000,35.500000,34.200001,34.250000,34.250000,6271300
2020-01-07,34.650002,34.840000,34.209999,34.450001,34.450001,3310300
2020-01-08,34.610001,36.299999,34.610001,35.810001,35.810001,7156200
2020-01-09,36.049999,36.900002,35.980000,36.650002,36.650002,4692400
2020-01-10,36.730000,37.500000,36.700001,37.240002,37.240002,4187300
2020-01-13,37.209999,38.200001,37.200001,38.000000,38.000000,4686100
2020-01-14,37.990002,38.389999,37.549999,37.990002,37.990002,3268200
2020-01-15,37.849998,37.990002,36.720001,36.970001,36.970001,3416200
2020-01-16,37.240002,37.490002,36.400002,36.639999,36.639999,2737400
2020-01-17,36.980000,37.930000,36.830002,37.930000,37.930000,3018300
2020-01-20,37.740002,37.919998,37.250000,37.799999,37.799999,1518400
2020-01-21,37.799999,37.799999,36.150002,36.680000,36.680000,3322000
2020-01-22,36.980000,37.900002,36.320000,37.180000,37.180000,5323500
2020-01-23,36.660000,39.169998,36.439999,39.049999,39.049999,6248800
2020-01-24,39.209999,39.259998,37.270000,37.820000,37.820000,5773500
2020-01-27,36.400002,36.630001,35.230000,35.299999,35.299999,6453300
2020-01-28,36.000000,36.830002,35.400002,36.189999,36.189999,6342400
2020-01-29,36.459999,36.830002,34.939999,34.939999,34.939999,4150600
2020-01-30,34.200001,35.209999,33.209999,35.040001,35.040001,6859700
2020-01-31,34.099998,34.919998,33.939999,34.250000,34.250000,3664900
2020-02-03,34.049999,35.230000,33.320000,34.349998,34.349998,3807200
2020-02-04,35.490002,36.250000,35.099998,35.160000,35.160000,3644900
2020-02-05,35.849998,36.349998,35.330002,36.189999,36.189999,3145700
2020-02-06,36.389999,36.860001,35.540001,35.750000,35.750000,4277100
2020-02-07,35.450001,35.880001,34.240002,34.459999,34.459999,3369800
2020-02-10,34.599998,34.799999,33.700001,34.160000,34.160000,3640500
2020-02-11,34.299999,36.380001,34.290001,36.200001,36.200001,3383800
2020-02-12,36.500000,36.849998,35.490002,36.299999,36.299999,4318400
2020-02-13,35.599998,36.080002,35.169998,35.400002,35.400002,2359300
2020-02-14,35.669998,36.180000,35.439999,36.000000,36.000000,2414100
2020-02-17,36.049999,36.509998,35.840000,36.389999,36.389999,2132700
2020-02-18,35.959999,36.250000,35.070000,35.869999,35.869999,2555300
2020-02-19,35.919998,36.349998,35.680000,36.349998,36.349998,1937500
2020-02-20,36.500000,36.770000,34.240002,34.799999,34.799999,6200100
2020-02-21,34.209999,34.439999,33.439999,33.820000,33.820000,2841900
2020-02-26,31.200001,31.490000,28.350000,28.980000,28.980000,6539600
2020-02-27,28.100000,28.469999,26.400000,26.400000,26.400000,10723600
2020-02-28,25.740000,26.740000,24.620001,25.600000,25.600000,8269600
2020-03-02,25.600000,27.000000,24.920000,26.110001,26.110001,8434200
2020-03-03,26.379999,26.780001,24.750000,25.120001,25.120001,8695300
2020-03-04,26.000000,26.209999,24.719999,24.809999,24.809999,9269800
2020-03-05,24.200001,24.400000,19.820000,20.650000,20.650000,13712100
2020-03-06,18.100000,21.719999,18.100000,21.049999,21.049999,14833900
2020-03-09,19.500000,19.660000,17.360001,17.379999,17.379999,7560100
2020-03-10,18.860001,19.620001,17.070000,18.320000,18.320000,11597600
2020-03-11,17.820000,18.100000,14.600000,15.650000,15.650000,11844100
2020-03-12,13.100000,13.100000,9.720000,9.970000,9.970000,9974600
2020-03-13,12.150000,12.210000,9.540000,11.170000,11.170000,18216100
2020-03-16,8.900000,9.470000,8.020000,8.040000,8.040000,17498800
2020-03-17,8.410000,8.650000,7.380000,7.780000,7.780000,18230300
2020-03-18,7.190000,7.190000,5.300000,5.600000,5.600000,19431100
2020-03-19,5.540000,6.930000,4.810000,6.250000,6.250000,18287600
2020-03-20,7.350000,9.040000,6.750000,7.280000,7.280000,26967900
2020-03-23,7.300000,7.440000,6.400000,6.930000,6.930000,14997900
2020-03-24,8.600000,8.600000,7.630000,8.100000,8.100000,15416100
2020-03-25,8.200000,11.250000,8.200000,10.940000,10.940000,29907100
2020-03-26,11.000000,14.790000,11.000000,13.040000,13.040000,33369200
2020-03-27,11.790000,14.180000,11.380000,12.590000,12.590000,24692300
2020-03-30,13.630000,14.280000,12.290000,12.300000,12.300000,18344400
2020-03-31,12.450000,12.690000,11.250000,11.370000,11.370000,13226500
2020-04-01,10.210000,10.440000,9.700000,9.980000,9.980000,15959000
2020-04-02,10.390000,11.140000,9.710000,10.130000,10.130000,15094200
2020-04-03,9.900000,10.030000,9.060000,9.470000,9.470000,10315300
2020-04-06,10.460000,10.770000,9.800000,10.150000,10.150000,13090800
2020-04-07,11.280000,11.440000,10.800000,10.950000,10.950000,14581900
2020-04-08,10.800000,12.190000,10.340000,11.990000,11.990000,15074600
2020-04-09,12.460000,12.890000,11.400000,11.630000,11.630000,14736700
2020-04-13,11.300000,11.890000,11.140000,11.450000,11.450000,8166000
2020-04-14,11.750000,11.990000,11.360000,11.460000,11.460000,10820500
2020-04-15,11.140000,12.340000,10.970000,12.280000,12.280000,12479200
2020-04-16,12.760000,12.840000,11.650000,11.760000,11.760000,12927000
2020-04-17,12.250000,12.360000,11.800000,12.000000,12.000000,9127900
2020-04-20,11.700000,12.390000,11.610000,12.070000,12.070000,8218900
2020-04-22,12.050000,12.240000,11.870000,11.900000,11.900000,6851700
2020-04-23,12.000000,12.690000,11.900000,12.110000,12.110000,13402800
2020-04-24,11.900000,12.020000,10.550000,10.670000,10.670000,16227400
2020-04-27,11.150000,11.280000,10.520000,10.920000,10.920000,7200900
2020-04-28,11.360000,12.330000,11.080000,12.190000,12.190000,10695900
2020-04-29,12.620000,13.400000,12.370000,13.340000,13.340000,13112200
2020-04-30,12.870000,13.100000,12.230000,12.400000,12.400000,12438800
2020-05-04,11.380000,11.590000,10.790000,11.150000,11.150000,12725500
2020-05-05,11.500000,11.960000,11.350000,11.780000,11.780000,7917300
2020-05-06,11.600000,11.980000,11.210000,11.520000,11.520000,7174600
2020-05-07,11.950000,11.950000,10.740000,10.750000,10.750000,10974800
2020-05-08,11.030000,11.240000,10.640000,11.000000,11.000000,6818800
2020-05-11,10.640000,10.900000,10.270000,10.540000,10.540000,5872300
2020-05-12,10.700000,10.920000,10.000000,10.000000,10.000000,6570600
2020-05-13,10.210000,10.350000,9.720000,10.070000,10.070000,9714000
