Data,Ultimo,Abertura,Maxima,Minima,Vol.,Var%
28012021,52.34,52.65,53.58,52.04,411.41K,-0.0096
27012021,52.85,52.76,53.3,51.85,442.38K,0.0046
26012021,52.61,52.91,53.25,52.29,314.54K,-0.003
25012021,52.77,52.17,52.95,51.82,349.08K,0.0096
22012021,52.27,53.1,53.16,51.44,437.48K,-0.0162
21012021,53.13,52.93,53.41,52.75,352.40K,-0.0021
20012021,53.24,53.13,53.79,53.05,37.84K,0.0049
19012021,52.98,52,53.13,51.76,125.96K,0.0118
18012021,52.36,52.2,52.61,51.83,,0.0031
17012021,52.2,52.09,52.38,52.09,,-0.0031
15012021,52.36,53.8,53.83,51.83,165.67K,-0.0226
14012021,53.57,52.84,53.75,52.24,390.09K,0.0125
13012021,52.91,53.31,53.93,52.58,429.90K,-0.0056
12012021,53.21,52.18,53.45,52.07,400.20K,0.0184
11012021,52.25,52.58,52.7,51.5,394.82K,0.0002
8012021,52.24,50.93,52.75,50.81,499.42K,0.0277
7012021,50.83,50.53,51.28,50.39,369.29K,0.004
6012021,50.63,49.82,50.94,49.48,509.37K,0.014
5012021,49.93,47.38,50.2,47.24,643.19K,0.0485
4012021,47.62,48.4,49.83,47.18,528.53K,-0.0185
31122020,48.52,48.35,48.58,47.77,181.89K,0.0025
30122020,48.4,48.13,48.66,47.61,266.96K,0.0083
29122020,48,47.72,48.35,47.68,213.78K,0.008
28122020,47.62,48.23,48.96,47.5,238.46K,-0.0126
24122020,48.23,48.09,48.62,47.56,167.39K,0.0023
23122020,48.12,46.79,48.5,46.16,344.31K,0.0234
22122020,47.02,47.93,47.96,46.6,295.74K,-0.0151
21122020,47.74,48.54,48.61,46.18,27.96K,-0.0277
18122020,49.1,48.43,49.28,48.1,83.71K,0.0153
17122020,48.36,47.85,48.59,47.81,96.54K,0.0113
16122020,47.82,47.6,47.94,47.17,275.33K,0.0042
15122020,47.62,46.99,47.73,46.54,311.17K,0.0134
14122020,46.99,46.73,47.44,45.69,403.54K,0.009
11122020,46.57,46.97,47.29,46.34,367.31K,-0.0045
10122020,46.78,45.69,47.74,45.52,447.53K,0.0277
9122020,45.52,45.6,46.24,44.95,434.98K,-0.0018
8122020,45.6,45.66,45.93,45.14,332.64K,-0.0035
7122020,45.76,46.15,46.54,45.36,348.87K,-0.0108
4122020,46.26,45.64,46.68,45.61,335.45K,0.0136
3122020,45.64,44.99,45.84,44.66,350.77K,0.008
2122020,45.28,44.38,45.92,43.92,368.85K,0.0164
1122020,44.55,45.08,45.7,44.12,314.92K,-0.0174
30112020,45.34,45.34,45.8,44.42,370.76K,-0.0042
27112020,45.53,45.9,46.09,44.55,365.13K,0.0122
26112020,44.98,45.77,46.09,44.73,,-0.016
25112020,45.71,44.82,46.26,44.73,417.18K,0.0178
24112020,44.91,42.84,45.2,42.82,418.53K,0.043
23112020,43.06,42.46,43.36,42.29,300.72K,0.0216
20112020,42.15,41.7,42.32,41.51,29.78K,0.0098
19112020,41.74,41.61,41.98,41.08,88.14K,-0.0019
18112020,41.82,41.35,42.46,41.08,107.01K,0.0094
17112020,41.43,41.44,41.69,40.57,243.68K,0.0022
16112020,41.34,40.17,42.09,40.15,378.79K,0.0302
13112020,40.13,40.94,40.94,40.06,338.19K,-0.0241
12112020,41.12,41.47,42.19,40.87,401.03K,-0.008
11112020,41.45,41.79,43.06,41.32,443.77K,0.0022
10112020,41.36,39.91,41.84,39.41,457.05K,0.0266
9112020,40.29,37.34,41.33,37.16,622.92K,0.0848
6112020,37.14,38.54,38.61,37.06,411.03K,-0.0425
5112020,38.79,39.17,39.35,38.27,298.37K,-0.0092
4112020,39.15,38.15,39.25,37.26,437.00K,0.0396
3112020,37.66,37.03,38.32,36.57,410.61K,0.0231
2112020,36.81,35.24,37.15,33.64,489.20K,0.0285
30102020,35.79,36.07,36.6,35.21,388.97K,-0.0105
29102020,36.17,37.39,37.76,34.92,568.82K,-0.0326
28102020,37.39,38.97,39.01,36.97,489.95K,-0.0551
27102020,39.57,38.59,39.83,38.51,339.54K,0.0262
26102020,38.56,39.69,39.74,38.28,360.18K,-0.0324
23102020,39.85,40.61,40.92,39.57,268.93K,-0.0194
22102020,40.64,40.04,41.02,39.71,307.49K,0.0152
21102020,40.03,41.22,41.59,39.78,366.90K,-0.0345
20102020,41.46,40.65,41.7,40.25,24.52K,0.0154
19102020,40.83,40.69,41.22,40.54,75.34K,-0.0012
16102020,40.88,40.88,41.05,40.08,96.49K,-0.002
15102020,40.96,41.13,41.29,39.22,248.25K,-0.0019
14102020,41.04,40.19,41.16,39.82,328.30K,0.0209
13102020,40.2,39.53,40.53,39.35,375.47K,0.0195
12102020,39.43,40.4,40.45,39.04,322.04K,-0.0288
9102020,40.6,41.31,41.47,40.38,331.70K,-0.0143
8102020,41.19,39.99,41.33,39.76,409.79K,0.031
7102020,39.95,39.83,40.35,39.28,433.07K,-0.0177
6102020,40.67,39.35,40.86,39.1,400.53K,0.037
5102020,39.22,37,39.72,37,378.58K,0.0586
2102020,37.05,38.6,38.65,36.63,391.43K,-0.0431
1102020,38.72,39.9,40.47,37.61,443.44K,-0.0373
30092020,40.22,39.16,40.37,38.68,340.29K,0.0237
29092020,39.29,40.58,40.7,38.41,379.60K,-0.0323
28092020,40.6,40.07,40.8,39.78,226.43K,0.0087
25092020,40.25,40.15,40.64,39.71,229.03K,-0.0015
24092020,40.31,39.6,40.37,39.12,269.99K,0.0095
23092020,39.93,39.76,40.75,39.26,318.75K,0.0083
22092020,39.6,39.63,40.02,39,23.22K,0.0074
21092020,39.31,40.98,41.27,38.66,66.20K,-0.0438
18092020,41.11,40.97,41.49,40.3,73.76K,0.0034
17092020,40.97,40.19,41.22,39.42,280.67K,0.0202
16092020,40.16,38.35,40.34,38.35,367.61K,0.0491
15092020,38.28,37.28,38.57,37.06,348.86K,0.0274
14092020,37.26,37.32,37.68,36.82,347.56K,-0.0019
11092020,37.33,37.01,37.82,36.67,363.79K,0.0008
10092020,37.3,37.8,38.18,36.93,367.56K,-0.0197
9092020,38.05,36.79,38.45,36.16,455.36K,0.0351
8092020,36.76,39.48,39.59,36.13,720.98K,-0.0622
7092020,39.2,38.77,39.53,38.77,,0.0116
6092020,38.75,39.47,39.48,38.57,,-0.0256
4092020,39.77,41.25,41.87,39.35,444.18K,-0.0387
3092020,41.37,41.63,41.79,40.22,417.63K,-0.0034
2092020,41.51,43.02,43.21,41.23,421.77K,-0.0292
1092020,42.76,42.83,43.43,42.72,285.15K,0.0035
31082020,42.61,42.91,43.57,42.56,236.88K,-0.0084
28082020,42.97,42.98,43.42,42.69,272.80K,-0.0016
27082020,43.04,43.45,43.5,42.36,320.97K,-0.0081
26082020,43.39,43.39,43.78,43,262.24K,0.0009
25082020,43.35,42.36,43.57,42.31,330.80K,0.0171
24082020,42.62,42.48,42.89,42.23,294.73K,0.0066
21082020,42.34,42.75,42.96,41.46,345.37K,-0.0056
20082020,42.58,42.74,42.79,41.5,27.43K,-0.0082
19082020,42.93,42.6,43.03,42.36,81.30K,0.0009
18082020,42.89,42.79,42.99,42.11,111.63K,0
17082020,42.89,42.24,42.97,41.8,208.43K,0.0209
14082020,42.01,42.33,42.57,41.62,310.87K,-0.0054
13082020,42.24,42.57,42.84,42.09,329.51K,-0.0101
12082020,42.67,41.62,42.9,41.53,397.83K,0.0255
11082020,41.61,41.98,42.94,41.48,432.84K,-0.0079
10082020,41.94,41.5,42.33,41.17,367.80K,0.0175
7082020,41.22,41.97,42.22,41.06,399.00K,-0.0174
6082020,41.95,42.19,42.65,41.61,359.61K,-0.0057
5082020,42.19,41.56,43.52,41.47,491.27K,0.0118
4082020,41.7,40.78,42.08,40.14,451.58K,0.0168
3082020,41.01,40.39,41.24,39.58,338.33K,0.0184
31072020,40.27,40.34,40.55,39.66,318.79K,0.0088
30072020,39.92,41.32,41.39,38.72,487.33K,-0.0327
29072020,41.27,41.13,41.57,40.93,295.86K,0.0056
28072020,41.04,41.65,41.93,40.85,276.80K,-0.0135
27072020,41.6,41.26,41.82,40.48,377.71K,0.0075
24072020,41.29,41.06,41.67,40.66,353.16K,0.0054
23072020,41.07,41.95,42.36,40.83,389.41K,-0.0198
22072020,41.9,41.54,42.03,41.14,333.65K,-0.0014
21072020,41.96,40.65,42.4,40.64,25.62K,0.0282
20072020,40.81,40.64,40.91,39.83,60.18K,0.0054
17072020,40.59,40.72,40.9,40.02,88.22K,-0.0039
16072020,40.75,40.97,41.18,40.52,200.10K,-0.0109
15072020,41.2,40.55,41.26,40.08,352.54K,0.0226
14072020,40.29,39.6,40.57,39.07,426.97K,0.0047
13072020,40.1,40.35,40.72,39.47,370.72K,-0.0111
10072020,40.55,39.58,40.77,38.54,393.15K,0.0235
9072020,39.62,40.87,40.99,39.27,367.39K,-0.0313
8072020,40.9,40.48,41.08,40.3,286.74K,0.0069
7072020,40.62,40.68,40.95,39.9,256.60K,-0.0002
6072020,40.63,40.31,41.08,39.84,373.24K,0.0087
3072020,40.28,40.23,40.5,39.86,,-0.0091
2072020,40.65,39.78,40.74,39.46,347.10K,0.0208
1072020,39.82,39.84,40.58,39.05,407.17K,0.014
30062020,39.27,39.64,40.08,38.85,370.06K,-0.0108
29062020,39.7,37.96,39.89,37.5,343.91K,0.0314
26062020,38.49,39.09,39.35,37.79,356.71K,-0.0059
25062020,38.72,38.05,39.23,37.08,451.64K,0.0187
24062020,38.01,39.99,40.54,37.31,499.49K,-0.0585
23062020,40.37,40.68,41.63,39.76,368.73K,-0.0022
22062020,40.46,39.18,40.7,39.12,29.89K,0.0179
19062020,39.75,38.85,40.49,38.4,64.11K,0.0234
18062020,38.84,37.74,38.97,37.11,113.38K,0.0232
17062020,37.96,37.93,38.75,37.21,239.52K,-0.0109
16062020,38.38,37.05,39.06,36.38,366.32K,0.0339
15062020,37.12,36.03,37.26,34.36,387.55K,0.0237
12062020,36.26,36.26,36.99,34.48,406.51K,-0.0022
11062020,36.34,39.09,39.09,35.41,513.91K,-0.0823
10062020,39.6,38.5,39.91,37.73,385.87K,0.0169
9062020,38.94,38.22,39.1,37.07,396.03K,0.0196
8062020,38.19,39.41,40.44,37.96,416.64K,-0.0344
5062020,39.55,37.33,39.68,37.05,396.86K,0.0572
4062020,37.41,36.76,37.62,36.38,307.61K,0.0032
3062020,37.29,36.86,38.18,35.88,494.25K,0.013
2062020,36.81,35.56,37.06,35.28,343.48K,0.0387
1062020,35.44,35.21,35.9,34.27,385.71K,-0.0014
29052020,35.49,33.68,35.77,32.36,443.65K,0.0528
28052020,33.71,32.1,34.21,31.14,440.17K,0.0274
27052020,32.81,34.14,34.32,31.75,415.25K,-0.0448
26052020,34.35,33.3,34.81,32.48,466.74K,0.0127
25052020,33.92,32.92,34.18,32.72,,0.031
24052020,32.9,33.38,33.42,32.5,,-0.0105
22052020,33.25,33.95,34,30.72,429.04K,-0.0198
21052020,33.92,33.53,34.66,33.26,372.81K,0.0128
20052020,33.49,31.89,33.78,31.56,406.43K,0.0305
19052020,32.5,32.83,33.44,31.34,36.07K,0.0214
18052020,31.82,29.53,33.32,29.53,89.38K,0.0812
15052020,29.43,27.64,29.92,27.24,108.02K,0.0679
14052020,27.56,25.56,27.96,25.18,160.51K,0.0898
13052020,25.29,25.3,26.45,24.79,150.86K,-0.019
12052020,25.78,24.49,26.23,24.22,212.34K,0.0679
11052020,24.14,24.49,25.58,23.67,179.59K,-0.0243
8052020,24.74,23.35,24.99,23.26,205.18K,0.0505
7052020,23.55,24.09,26.74,22.94,310.26K,-0.0183
6052020,23.99,25.52,26.08,22.58,381.17K,-0.0232
5052020,24.56,21.24,25.49,21.13,387.24K,0.2045
4052020,20.39,19.11,21.42,18.05,311.49K,0.0308
1052020,19.78,19.04,20.48,18.07,403.20K,0.0499
30042020,18.84,15.64,19.44,15.45,545.34K,0.251
29042020,15.06,13.35,16.78,12.67,554.13K,0.2204
28042020,12.34,12.96,13.69,10.07,897.09K,-0.0344
27042020,12.78,16.84,16.98,11.88,623.20K,-0.2456
24042020,16.94,16.78,17.97,15.64,600.22K,0.0267
23042020,16.5,14.2,18.26,13.35,833.58K,0.1974
22042020,13.78,13.12,16.18,10.26,1.24M,0.3766
21042020,10.01,-14,13.86,-16.74,18.44K,-1.266
20042020,-37.63,17.73,17.85,-40.32,247.95K,-3.0597
17042020,18.27,20,20.22,17.31,240.63K,-0.0805
16042020,19.87,20.15,20.53,19.42,350.94K,0
15042020,19.87,20.72,20.89,19.2,544.80K,-0.0119
14042020,20.11,22.36,23.08,19.95,785.48K,-0.1026
13042020,22.41,24.6,24.74,22.03,775.12K,-0.0154
9042020,22.76,26.28,28.36,22.57,1.12M,-0.0929
8042020,25.09,24.3,26.45,23.74,823.55K,0.0618
7042020,23.63,26.34,27.24,23.54,797.71K,-0.0939
6042020,26.08,26.09,28.24,25.28,752.71K,-0.0797
3042020,28.34,24.81,29.13,23.52,1.01M,0.1193
2042020,25.32,21.22,27.39,20.76,1.10M,0.2467
1042020,20.31,20.1,21.55,19.9,703.29K,-0.0083
31032020,20.48,20.23,21.89,20.01,660.08K,0.0194
30032020,20.09,20.93,20.93,19.27,758.71K,-0.066
27032020,21.51,23.29,23.44,20.88,603.12K,-0.0482
26032020,22.6,24.25,24.65,22.38,633.88K,-0.0772
25032020,24.49,24.37,25.24,22.91,618.73K,0.02
24032020,24.01,23.87,25.16,23.09,659.70K,0.0278
23032020,23.36,22.52,24.07,20.8,852.95K,0.0415
20032020,22.43,24.73,27.89,19.46,29.76K,-0.1106
19032020,25.22,22.3,27.71,21.36,136.72K,0.2381
18032020,20.37,26.94,27.22,20.06,309.48K,-0.2442
17032020,26.95,28.69,30.3,26.63,545.82K,-0.061
16032020,28.7,33.75,33.75,28.1,698.83K,-0.0955
13032020,31.73,30.77,33.87,30.33,743.13K,0.0073
12032020,31.5,33.07,33.63,30.02,1.03M,-0.0449
11032020,32.98,34.62,36.35,32.56,874.65K,-0.0402
10032020,34.36,30.37,35.02,30.2,1.06M,0.1038
9032020,31.13,32.87,34.88,27.34,1.77M,-0.2459
6032020,41.28,46.09,46.38,41.05,1.28M,-0.1007
5032020,45.9,47.13,47.57,45.65,704.59K,-0.0188
4032020,46.78,46.94,48.41,46.65,745.86K,-0.0085
3032020,47.18,47.72,48.66,46.47,1.01M,0.0092
2032020,46.75,43.7,47.56,43.32,949.47K,0.0445
28022020,44.76,46.49,47.03,43.85,1.10M,-0.0495
27022020,47.09,48.63,48.78,45.88,1.01M,-0.0337
26022020,48.73,50.08,50.44,48.3,884.48K,-0.0234
25022020,49.9,51.37,52.02,49.69,764.99K,-0.0297
24022020,51.43,52.6,52.64,50.45,765.52K,-0.0365
21022020,53.38,53.74,53.86,52.55,707.56K,-0.0074
20022020,53.78,53.5,54.5,53.22,30.67K,0.0092
19022020,53.29,52.12,53.66,51.93,113.68K,0.0238
18022020,52.05,52.23,52.41,50.88,221.77K,-0.0029
17022020,52.2,52.34,52.59,52.05,,-0.0031
16022020,52.36,52.45,52.63,52.34,,0.006
14022020,52.05,51.51,52.34,51.32,607.34K,0.0123
13022020,51.42,51.72,51.96,50.6,745.40K,0.0049
12022020,51.17,49.96,51.73,49.95,795.26K,0.0246
11022020,49.94,49.61,50.69,49.58,725.73K,0.0075
10022020,49.57,50.12,50.49,49.42,715.89K,-0.0149
7022020,50.32,51.11,51.48,50.09,768.35K,-0.0124
6022020,50.95,51.17,52.2,50.24,750.66K,0.0039
5022020,50.75,49.51,51.88,49.47,887.95K,0.023
4022020,49.61,49.94,51.55,49.31,859.36K,-0.01
3022020,50.11,51.01,51.97,49.8,876.04K,-0.0281
31012020,51.56,52.92,53.36,50.97,827.91K,-0.0111
30012020,52.14,53.09,53.2,51.66,720.12K,-0.0223
29012020,53.33,53.97,54.37,52.81,624.98K,-0.0028
28012020,53.48,52.77,54.06,52.68,633.96K,0.0064
27012020,53.14,53.7,53.71,52.13,712.88K,-0.0194
24012020,54.19,55.69,55.95,53.85,586.20K,-0.0252
23012020,55.59,56.11,56.27,54.77,704.00K,-0.0203
22012020,56.74,58.26,58.38,56.03,620.12K,-0.0274
21012020,58.34,59.17,59.73,57.68,50.18K,-0.0066
20012020,58.73,59.28,59.32,58.56,,-0.0091
19012020,59.27,59.36,59.66,59.2,,0.0125
17012020,58.54,58.59,58.98,58.27,122.56K,0.0003
16012020,58.52,58.1,58.87,57.56,182.87K,0.0123
15012020,57.81,58.2,58.36,57.36,433.17K,-0.0072
14012020,58.23,58.03,58.72,57.72,507.71K,0.0026
13012020,58.08,59.04,59.27,57.91,584.00K,-0.0163
10012020,59.04,59.61,59.78,58.85,596.19K,-0.0087
9012020,59.56,59.99,60.31,58.66,750.93K,-0.0008
8012020,59.61,62.84,65.65,59.15,1.21M,-0.0493
7012020,62.7,62.91,63.15,62.11,582.65K,-0.009
6012020,63.27,63.71,64.72,62.64,724.24K,0.0035
3012020,63.05,61.18,64.09,61.13,885.86K,0.0306
2012020,61.18,61.6,61.6,60.64,486.87K,-0.0024
1012020,61.33,61.52,61.54,61.33,,0.0044
