Data,Ultimo,Abertura,Maxima,Minima,Vol.,Var%
30102023,82.31,85,85.3,81.82,,-0.0265
29102023,84.55,85.14,85.18,83.77,,-0.0116
27102023,85.54,83.53,85.9,83.1,333.76K,0.028
26102023,83.21,85.37,85.59,82.56,341.79K,-0.0255
25102023,85.39,83.69,85.56,82.08,429.46K,0.0197
24102023,83.74,86.15,86.3,82.94,370.59K,-0.0205
23102023,85.49,88,88.29,85.35,315.52K,-0.0367
20102023,88.75,90.28,90.78,88.33,27.31K,-0.0069
19102023,89.37,88.24,90.68,86.6,72.06K,0.0119
18102023,88.32,87.81,89.88,87.2,92.80K,0.0192
17102023,86.66,87.06,87.75,85.6,197.12K,0
16102023,86.66,87.72,88.33,86.32,235.78K,-0.0117
13102023,87.69,83.51,87.83,83.35,356.86K,0.0577
12102023,82.91,83.2,85.2,82.31,373.49K,-0.0069
11102023,83.49,85.96,86.51,83.11,425.40K,-0.0288
10102023,85.97,86.43,86.74,85.12,337.65K,-0.0047
9102023,86.38,85.25,87.24,84.67,435.04K,0.0434
6102023,82.79,82.28,83.28,81.5,461.14K,0.0058
5102023,82.31,84.45,84.92,82.15,466.00K,-0.0227
4102023,84.22,89.42,89.59,84.16,460.00K,-0.0561
3102023,89.23,88.67,90.27,87.76,350.66K,0.0046
2102023,88.82,90.82,91.88,88.46,334.49K,-0.0217
29092023,90.79,91.76,93.1,90.35,355.78K,-0.01
28092023,91.71,93.78,95.03,91.39,406.71K,-0.021
27092023,93.68,90.53,94.17,90.4,504.63K,0.0364
26092023,90.39,89.88,90.74,88.19,318.02K,0.0079
25092023,89.68,90.55,90.83,89.03,328.37K,-0.0039
22092023,90.03,89.62,91.33,89.31,402.09K,0.0045
21092023,89.63,89.3,90.98,88.37,351.03K,-0.0072
20092023,90.28,91.55,91.98,89.87,35.99K,-0.0101
19092023,91.2,92.22,93.74,91.07,94.60K,-0.0031
18092023,91.48,91.2,92.43,90.75,119.26K,0.0078
15092023,90.77,90.67,91.23,89.22,315.00K,0.0068
14092023,90.16,88.81,90.79,88.68,325.27K,0.0185
13092023,88.52,88.75,89.64,88.29,345.97K,-0.0036
12092023,88.84,87.27,89.37,87.22,341.14K,0.0178
11092023,87.29,87.4,88.15,86.71,292.39K,-0.0025
8092023,87.51,86.78,87.95,86.15,294.44K,0.0074
7092023,86.87,87.54,87.74,86.39,270.74K,-0.0077
6092023,87.54,86.72,88.08,85.93,307.12K,0.0098
5092023,86.69,86.06,88.07,85.02,452.91K,0.0101
4092023,85.82,85.85,86.14,85.28,,-0.0003
3092023,85.85,86.06,86.06,85.73,,0.0035
1092023,85.55,83.63,86.06,83.46,420.46K,0.023
31082023,83.63,81.7,83.69,81.48,368.85K,0.0245
30082023,81.63,81.29,82.05,80.88,299.42K,0.0058
29082023,81.16,79.98,81.41,79.34,284.17K,0.0132
28082023,80.1,80.15,80.87,79.61,246.58K,0.0034
25082023,79.83,78.88,80.45,78.14,411.41K,0.0099
24082023,79.05,78.57,79.28,77.59,349.23K,0.002
23082023,78.89,79.64,79.91,77.62,378.15K,-0.0182
22082023,80.35,80.8,80.99,80.1,21.69K,-0.0046
21082023,80.72,81.43,82.47,80.61,115.87K,-0.0065
18082023,81.25,80.04,81.61,79.59,128.09K,0.0107
17082023,80.39,79.25,81.08,78.95,235.58K,0.0127
16082023,79.38,81.23,81.43,79.05,325.40K,-0.0199
15082023,80.99,82.52,82.91,80.4,303.21K,-0.0184
14082023,82.51,83.09,83.2,81.76,277.35K,-0.0082
11082023,83.19,82.83,83.81,82.23,331.25K,0.0045
10082023,82.82,84.25,84.89,82.58,362.19K,-0.0187
9082023,84.4,82.88,84.65,82.67,478.14K,0.0178
8082023,82.92,82.53,83.08,79.9,424.55K,0.012
7082023,81.94,82.82,83.3,81.52,293.04K,-0.0106
4082023,82.82,81.73,83.24,81.51,320.87K,0.0156
3082023,81.55,79.77,81.86,78.69,402.64K,0.0259
2082023,79.49,82.05,82.43,79.05,414.83K,-0.0231
1082023,81.37,81.73,82.22,80.59,307.86K,-0.0053
31072023,81.8,80.65,82,80.13,297.27K,0.0151
28072023,80.58,79.84,80.71,79.07,299.55K,0.0061
27072023,80.09,78.9,80.6,78.87,374.36K,0.0166
26072023,78.78,79.34,79.77,78.55,322.03K,-0.0107
25072023,79.63,78.85,79.9,78.29,349.60K,0.0113
24072023,78.74,77.01,79.28,76.44,368.29K,0.0217
21072023,77.07,75.7,77.29,75.69,308.11K,0.019
20072023,75.63,75.35,76.15,74.72,23.71K,0.0037
19072023,75.35,75.84,76.97,75.07,92.92K,-0.0053
18072023,75.75,74.18,75.96,73.88,125.09K,0.0216
17072023,74.15,75.02,76.09,73.84,244.79K,-0.0168
14072023,75.42,77.16,77.3,75.11,299.58K,-0.0191
13072023,76.89,75.85,77.33,75.32,379.73K,0.015
12072023,75.75,74.83,76.15,74.67,352.89K,0.0123
11072023,74.83,73.19,74.96,72.98,326.88K,0.0252
10072023,72.99,73.86,74.15,72.67,301.01K,-0.0118
7072023,73.86,71.89,73.92,71.19,362.63K,0.0287
6072023,71.8,71.8,72.34,70.22,395.38K,0.0001
5072023,71.79,70.15,72.17,69.9,456.81K,0.0103
4072023,71.06,70.08,71.34,69.91,,0.0182
3072023,69.79,70.45,71.77,69.69,303.48K,-0.012
30062023,70.64,69.82,71.04,69.53,299.87K,0.0112
29062023,69.86,69.25,70.6,68.93,292.87K,0.0043
28062023,69.56,68.01,69.73,67.05,368.30K,0.0275
27062023,67.7,69.49,70.15,67.5,384.75K,-0.0241
26062023,69.37,69.84,70.11,68.71,280.12K,0.003
23062023,69.16,69.53,69.65,67.35,322.48K,-0.005
22062023,69.51,72.43,72.65,68.93,421.35K,-0.0416
21062023,72.53,70.9,72.72,70.8,264.66K,0.0288
20062023,70.5,71.45,72.09,69.65,28.74K,-0.0114
19062023,71.31,71.47,72.25,70.83,,-0.0022
18062023,71.47,71.59,71.67,71.42,,-0.0043
16062023,71.78,70.55,71.89,69.95,99.19K,0.0164
15062023,70.62,68.7,70.96,67.97,115.61K,0.0344
14062023,68.27,69.35,70.49,68.07,304.45K,-0.0166
13062023,69.42,67.31,69.83,67.15,366.35K,0.0343
12062023,67.12,70.27,70.33,66.8,404.77K,-0.0435
9062023,70.17,70.94,71.77,70.1,300.72K,-0.0157
8062023,71.29,72.47,73.28,69.03,485.40K,-0.0171
7062023,72.53,71.56,73.19,71.01,299.13K,0.011
6062023,71.74,71.99,72.33,70.13,314.96K,-0.0057
5062023,72.15,75.03,75.06,71.73,383.94K,0.0057
2062023,71.74,70.21,72.17,70,322.60K,0.0234
1062023,70.1,67.6,71.07,67.51,395.39K,0.0295
31052023,68.09,69.62,69.69,67.03,444.79K,-0.0197
30052023,69.46,73.23,73.55,69.02,440.86K,-0.0468
29052023,72.87,73.22,73.55,72.05,,-0.0048
28052023,73.22,73.11,73.45,73.06,,0.0076
26052023,72.67,71.89,73.05,71.49,261.50K,0.0117
25052023,71.83,74.21,74.37,70.98,422.64K,-0.0338
24052023,74.34,73.77,74.73,73.13,386.61K,0.0196
23052023,72.91,72.1,73.79,71.71,317.59K,0.0128
22052023,71.99,71.7,72.36,70.55,18.68K,0.0061
19052023,71.55,71.94,73.4,71.03,69.95K,-0.0043
18052023,71.86,72.75,72.87,71.42,80.86K,-0.0133
17052023,72.83,70.6,73.26,70.04,273.71K,0.0278
16052023,70.86,71.32,71.79,70.45,232.33K,-0.0035
15052023,71.11,70.04,71.69,69.41,259.01K,0.0153
12052023,70.04,71.42,71.78,69.93,275.44K,-0.0117
11052023,70.87,72.77,73.5,70.63,365.89K,-0.0233
10052023,72.56,73.58,73.89,71.8,351.51K,-0.0156
9052023,73.71,72.84,73.78,71.34,317.49K,0.0075
8052023,73.16,71.35,73.69,71.04,290.08K,0.0255
5052023,71.34,68.7,71.81,68.48,330.59K,0.0405
4052023,68.56,68.16,69.84,63.64,412.50K,-0.0006
3052023,68.6,71.56,71.79,67.95,490.52K,-0.0427
2052023,71.66,75.76,76.11,71.42,417.82K,-0.0529
1052023,75.66,76.66,76.69,74.53,215.02K,-0.0146
28042023,76.78,74.91,76.92,73.93,328.40K,0.027
27042023,74.76,74.38,75.28,74.03,345.88K,0.0062
26042023,74.3,77.08,77.93,74.05,497.78K,-0.0359
25042023,77.07,78.74,79.07,76.5,361.65K,-0.0215
24042023,78.76,77.97,79.18,76.72,306.72K,0.0114
21042023,77.87,77.13,78.39,76.72,291.11K,0.0075
20042023,77.29,78.87,78.89,76.97,24.99K,-0.0236
19042023,79.16,80.92,81.18,78.46,78.31K,-0.021
18042023,80.86,81,81.48,79.87,96.29K,0.0004
17042023,80.83,82.48,82.71,80.47,217.05K,-0.0205
14042023,82.52,82.4,83.12,81.76,275.13K,0.0044
13042023,82.16,83.22,83.44,82.11,261.23K,-0.0132
12042023,83.26,81.44,83.53,81.28,356.13K,0.0212
11042023,81.53,79.88,81.59,79.37,309.68K,0.0224
10042023,79.74,80.5,81.22,79.61,264.91K,-0.0119
6042023,80.7,80.37,80.96,79.65,259.52K,0.0011
5042023,80.61,81.01,81.24,79.72,254.97K,-0.0012
4042023,80.71,80.44,81.81,79.61,343.57K,0.0036
3042023,80.42,80.1,81.69,79,547.13K,0.0628
31032023,75.67,74.37,75.72,73.77,304.36K,0.0175
30032023,74.37,72.98,74.63,72.61,269.74K,0.0192
29032023,72.97,73.61,74.37,72.76,312.67K,-0.0031
28032023,73.2,72.86,73.93,72.19,328.47K,0.0054
27032023,72.81,69.42,73.1,69.13,353.60K,0.0513
24032023,69.26,69.51,70.38,66.82,380.85K,-0.01
23032023,69.96,69.95,71.67,69.14,335.24K,-0.0133
22032023,70.9,69.48,71.31,68.89,337.64K,0.0226
21032023,69.33,67.62,69.6,66.77,26.35K,0.025
20032023,67.64,66.62,67.7,64.12,76.87K,0.0135
17032023,66.74,68.26,69.64,65.17,152.26K,-0.0236
16032023,68.35,68.22,69.38,65.71,327.12K,0.0109
15032023,67.61,71.56,72.56,65.65,555.16K,-0.0522
14032023,71.33,74.7,74.9,70.78,432.86K,-0.0464
13032023,74.8,76.6,77.47,72.3,457.42K,-0.0245
10032023,76.68,75.65,77.11,74.77,371.83K,0.0127
9032023,75.72,76.5,78.06,75.43,349.96K,-0.0123
8032023,76.66,77.32,77.73,76.11,335.93K,-0.0119
7032023,77.58,80.5,80.94,77.06,398.24K,-0.0358
6032023,80.46,79.92,80.63,78.32,292.35K,0.0098
3032023,79.68,77.89,79.9,75.83,374.20K,0.0194
2032023,78.16,77.74,78.59,77.23,260.33K,0.006
1032023,77.69,76.85,77.85,76.12,342.12K,0.0083
28022023,77.05,75.76,77.83,75.55,300.09K,0.0181
27022023,75.68,76.42,76.82,74.99,266.09K,-0.0084
24022023,76.32,75.6,76.63,74.09,313.04K,0.0123
23022023,75.39,73.92,75.99,73.83,333.84K,0.0195
22022023,73.95,76.11,76.55,73.8,332.02K,-0.029
21022023,76.16,76.53,77.51,75.69,35.48K,-0.0147
20022023,77.3,76.69,77.74,76.33,,0.0082
19022023,76.67,76.69,76.82,76.53,,0.0043
17022023,76.34,78.07,78.25,75.06,93.27K,-0.0274
16022023,78.49,78.54,79.54,77.92,117.60K,-0.0013
15022023,78.59,78.83,79.15,77.25,264.49K,-0.0059
14022023,79.06,79.06,79.61,77.46,299.94K,-0.0135
13022023,80.14,79.94,80.62,78.45,301.30K,0.0053
10022023,79.72,77.68,80.33,77.47,356.06K,0.0213
9022023,78.06,78.45,78.84,76.52,324.16K,-0.0052
8022023,78.47,77.49,78.57,77.08,353.47K,0.0172
7022023,77.14,74.57,77.6,74.35,408.28K,0.0409
6022023,74.11,73.23,74.51,72.25,380.03K,0.0098
3022023,73.39,75.92,78,73.1,413.41K,-0.0328
2022023,75.88,76.79,77.24,74.97,339.76K,-0.0069
1022023,76.41,79.06,79.73,76.05,360.86K,-0.0312
31012023,78.87,77.91,79.25,76.55,312.73K,0.0125
30012023,77.9,80.04,80.49,77.66,327.43K,-0.0223
27012023,79.68,81.22,82.48,79.04,367.59K,-0.0164
26012023,81.01,80.48,82.14,79.92,291.06K,0.0107
25012023,80.15,80.26,81.23,79.45,297.23K,0.0002
24012023,80.13,81.62,82.22,79.66,288.21K,-0.0183
23012023,81.62,81.79,82.64,81.05,297.08K,-0.0002
20012023,81.64,80.84,81.91,79.91,300.15K,0.0128
19012023,80.61,79.43,81.49,78.45,321.13K,0.0102
18012023,79.8,81.34,82.66,79.21,326.23K,-0.0081
17012023,80.45,80.34,81.51,78.8,267.91K,0.0178
16012023,79.04,79.78,79.92,78.8,,-0.0093
15012023,79.78,80.17,80.19,79.78,,-0.0041
13012023,80.11,78.58,80.37,78.23,189.32K,0.0186
12012023,78.65,77.9,79.37,77.35,188.06K,0.0125
11012023,77.68,75.06,78.06,74.56,179.83K,0.0306
10012023,75.37,75.16,76.16,74.16,164.98K,0.006
9012023,74.92,73.87,76.97,73.79,154.20K,0.0119
6012023,74.04,74.18,75.71,73.52,95.22K,0.0016
5012023,73.92,73.51,75.15,72.74,112.45K,0.0112
4012023,73.1,77.41,77.62,73.01,149.77K,-0.0521
3012023,77.12,80.66,81.62,76.81,139.84K,-0.0416
2012023,80.47,80.57,80.61,80.18,,0
30122022,80.47,78.59,80.57,77.72,,0.0237
29122022,78.61,78.61,78.83,76.81,,0.0001
28122022,78.6,79.75,79.88,77.33,,-0.0147
27122022,79.77,80.97,81.17,79.17,,-0.0148
26122022,80.97,79.92,81.06,79.92,,0.0205
23122022,79.34,78.44,80.31,78,,0.0113
22122022,78.45,78.47,79.88,77.03,,0.0027
21122022,78.24,76,78.56,75.81,,0.0264
20122022,76.23,75.77,76.96,74.46,,0.0045
19122022,75.89,75.54,76.59,74.04,,0.0193
16122022,74.45,76.24,76.57,73.33,,-0.0236
15122022,76.25,77.26,77.76,75.38,,-0.0132
14122022,77.27,75.19,77.74,74.91,,0.0277
13122022,75.19,73.42,76.36,73.22,,0.0238
12122022,73.44,71.89,73.98,70.25,,0.0214
11122022,71.9,71.78,72.31,71.65,,0.0056
9122022,71.5,72.07,72.92,70.11,,-0.0078
8122022,72.06,72.57,75.39,71.14,,-0.0072
7122022,72.58,74.47,75.36,71.75,,-0.0254
6122022,74.47,77.41,77.88,73.43,,-0.0379
5122022,77.4,81.13,82.71,76.78,,-0.0462
4122022,81.15,80.06,81.29,79.89,,0.0106
2122022,80.3,81.32,82.19,79.68,,-0.0127
1122022,81.33,80.56,83.33,79.94,,0.0096
30112022,80.56,78.75,81.34,78.41,,0.0302
29112022,78.2,76.54,79.65,76.29,381.87K,0.0124
28112022,77.24,75.93,77.84,73.6,405.03K,0.0126
25112022,76.28,77.51,79.9,76.22,266.45K,-0.0214
24112022,77.95,77.53,78.19,76.92,,0.0001
23112022,77.94,81.08,81.95,76.83,379.15K,-0.0372
22112022,80.95,80.22,82.36,79.85,269.62K,0.0153
21112022,79.73,80.3,80.3,75.08,21.98K,-0.0044
18112022,80.08,82.09,82.64,77.24,96.58K,-0.0191
17112022,81.64,85.22,85.45,81.4,138.48K,-0.0462
16112022,85.59,86.89,87.51,84.2,225.67K,-0.0153
15112022,86.92,85.25,88.68,84.06,331.71K,0.0122
14112022,85.87,89.02,89.84,85.15,315.45K,-0.0347
11112022,88.96,86.27,90.1,86.18,301.66K,0.0288
10112022,86.47,85.85,87.35,84.7,340.01K,0.0075
9112022,85.83,88.57,89.24,85.5,388.30K,-0.0346
8112022,88.91,91.87,92.17,88.52,344.22K,-0.0314
7112022,91.79,91,93.74,90.4,322.42K,-0.0089
4112022,92.61,87.9,92.87,87.82,354.06K,0.0504
3112022,88.17,89.35,89.67,87.6,239.82K,-0.0203
2112022,90,88.62,90.36,87.72,280.96K,0.0184
1112022,88.37,86.43,89.45,85.92,274.32K,0.0213
